item_name,2026-02-20 02:00,2026-02-20 03:00,2026-02-20 04:00,2026-02-20 05:00,2026-02-20 06:00,2026-02-20 07:00,2026-02-20 08:00,2026-02-20 10:00,2026-02-20 13:00,2026-02-20 14:00,2026-02-20 15:00,2026-02-20 16:00,2026-02-20 17:00,2026-02-20 18:00,2026-02-20 19:00,2026-02-20 20:00,2026-02-20 21:00,2026-02-20 22:00,2026-02-20 23:00,2026-02-21 00:00,2026-02-21 01:00,2026-02-21 02:00,2026-02-21 03:00,2026-02-21 04:00,2026-02-21 05:00,2026-02-21 06:00,2026-02-21 07:00,2026-02-21 08:00,2026-02-21 10:00,2026-02-21 13:00,2026-02-21 14:00,2026-02-21 15:00,2026-02-21 16:00,2026-02-21 17:00,2026-02-21 18:00,2026-02-21 19:00,2026-02-21 20:00,2026-02-21 21:00,2026-02-21 22:00,2026-02-21 23:00,2026-02-22 00:00,2026-02-22 01:00,2026-02-22 02:00,2026-02-22 03:00,2026-02-22 04:00,2026-02-22 05:00,2026-02-22 06:00,2026-02-22 07:00,2026-02-22 08:00,2026-02-22 10:00,2026-02-22 13:00,2026-02-22 14:00,2026-02-22 15:00,2026-02-22 16:00,2026-02-22 17:00,2026-02-22 18:00,2026-02-22 19:00,2026-02-22 20:00,2026-02-22 21:00,2026-02-22 22:00,2026-02-22 23:00,2026-02-23 00:00
레이스트라이트 나사 한 줌,,,,,,,,22123.0,22003.0,21996.0,13002.0,13002.0,13002.0,13002.0,13002.0,13002.0,12999.0,12999.0,3936.0,6065.0,6065.0,6065.0,6055.0,6056.0,6056.0,3956.0,3956.0,3956.0,3956.0,3958.0,3956.0,3956.0,3956.0,3956.0,3956.0,3956.0,2956.0,12957.0,12957.0,12957.0,12952.0,12952.0,2956.0,3090.0,3083.0,3078.0,2956.0,2956.0,2956.0,2956.0,2122.0,2193.0,2195.0,2003.0,2003.0,2005.0,2005.0,2005.0,12001.0,12001.0,12001.0,12001.0
리넨 옷감,,,,,,,,,52080.0,57263.0,57491.0,52317.0,53483.0,62152.0,62595.0,62595.0,62270.0,62460.0,63353.0,62152.0,62392.0,113855.0,113859.0,113855.0,113855.0,113135.0,112158.0,112218.0,108159.0,109439.0,115731.0,115758.0,115758.0,116335.0,116168.0,116170.0,115545.0,115650.0,114802.0,114802.0,113558.0,113770.0,114211.0,114371.0,114250.0,185991.0,185991.0,185991.0,186024.0,186145.0,135194.0,129571.0,129826.0,128352.0,128352.0,128591.0,121341.0,121278.0,122109.0,122312.0,122312.0,122351.0
바람양모 옷감,,,,,,,,,31560.0,29323.0,20252.0,20579.0,21454.0,22336.0,22638.0,22638.0,21857.0,21462.0,21660.0,26541.0,26392.0,26436.0,26438.0,24361.0,24361.0,23824.0,22878.0,22919.0,24119.0,17437.0,17643.0,17932.0,17932.0,17935.0,17941.0,18037.0,17672.0,17811.0,17916.0,17916.0,19335.0,20002.0,18439.0,18577.0,18531.0,18531.0,19995.0,20029.0,20129.0,20230.0,9554.0,9298.0,9781.0,9955.0,9955.0,12863.0,9786.0,9746.0,9809.0,9828.0,9828.0,10849.0
조약돌 한 줌,,,,,,,,,,22839.0,15756.0,15853.0,13921.0,14557.0,13641.0,13641.0,14290.0,21392.0,30491.0,19583.0,13244.0,8247.0,17817.0,17956.0,17956.0,13398.0,13398.0,13247.0,18344.0,19249.0,19416.0,19801.0,19801.0,21000.0,21219.0,21365.0,21401.0,21988.0,19714.0,19714.0,19780.0,19975.0,25453.0,25447.0,24393.0,18394.0,18394.0,18394.0,18394.0,19090.0,19517.0,20183.0,23943.0,24641.0,24641.0,25008.0,21888.0,22896.0,24054.0,23987.0,23987.0,16484.0
토륨 광석,,,,,,,,,,,27120.0,27123.0,27123.0,26883.0,26045.0,26045.0,20251.0,20578.0,24846.0,24114.0,24114.0,24548.0,24867.0,24867.0,24867.0,24867.0,24867.0,25048.0,25083.0,24865.0,24351.0,24312.0,24312.0,24313.0,21959.0,21959.0,22159.0,21957.0,21941.0,21941.0,22919.0,23690.0,29815.0,30791.0,30791.0,30791.0,30782.0,30882.0,34882.0,34882.0,20725.0,17544.0,17579.0,17579.0,17579.0,17499.0,17933.0,17769.0,19636.0,20649.0,20649.0,20459.0
거대 공룡 뼈,,,,,,,,,,,20992.0,10802.0,10779.0,5864.0,7047.0,7047.0,12955.0,12957.0,12957.0,12616.0,12616.0,12616.0,12616.0,12616.0,12616.0,12616.0,12616.0,12616.0,12987.0,5786.0,12706.0,8257.0,8257.0,8186.0,3009.0,3009.0,3014.0,2992.0,1993.0,1993.0,2987.0,,284.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,10000.0,10000.0,10000.0,10000.0
중심로 가루,,,,,,,,,,,20020.0,20384.0,13138.0,13138.0,20400.0,20400.0,20542.0,20894.0,20566.0,18417.0,18417.0,18417.0,18417.0,18417.0,18417.0,18417.0,18417.0,18417.0,18315.0,17617.0,18175.0,18589.0,18589.0,18466.0,18763.0,19253.0,11991.0,14702.0,14683.0,14683.0,14952.0,8336.0,8356.0,8356.0,8366.0,8656.0,8656.0,8342.0,8342.0,8825.0,10438.0,11332.0,11504.0,11504.0,11504.0,10967.0,10951.0,10951.0,6795.0,7550.0,7550.0,6252.0
암영 비단,,,,,,,,,,,,19876.0,20036.0,20077.0,19932.0,19932.0,19612.0,19825.0,19823.0,19863.0,2663.0,2745.0,2778.0,2781.0,2781.0,2115.0,2127.0,2159.0,2070.0,2929.0,3870.0,25794.0,25794.0,30887.0,30991.0,31017.0,33961.0,33517.0,33404.0,33404.0,31017.0,31122.0,31784.0,31229.0,26939.0,22014.0,22018.0,22018.0,22018.0,23133.0,23506.0,22130.0,24025.0,23965.0,23965.0,24035.0,23114.0,25182.0,19230.0,19295.0,19295.0,19489.0
야수 생가죽,,,,,,,,,,,,,19454.0,20720.0,20823.0,20823.0,19200.0,19633.0,20029.0,21066.0,21771.0,21434.0,21434.0,21434.0,21434.0,20434.0,20434.0,20466.0,20976.0,20297.0,19303.0,19452.0,19452.0,21552.0,21807.0,21612.0,21363.0,21318.0,21113.0,21113.0,20367.0,25550.0,25664.0,25716.0,26716.0,26716.0,29600.0,29600.0,29100.0,29151.0,11713.0,11938.0,12450.0,12995.0,12995.0,11910.0,12225.0,12225.0,13661.0,12578.0,12578.0,12577.0
유혹방울,,,,,,,,,,,,,19110.0,19262.0,19062.0,19062.0,15709.0,12364.0,9719.0,9750.0,9933.0,10019.0,9966.0,9888.0,9888.0,8991.0,9194.0,8999.0,7898.0,10906.0,2255.0,2211.0,2211.0,4840.0,4077.0,4621.0,2720.0,10863.0,9707.0,9707.0,8842.0,5669.0,5944.0,4958.0,6711.0,7074.0,7082.0,7131.0,4697.0,4859.0,6860.0,7695.0,8695.0,8766.0,8766.0,6842.0,6717.0,11689.0,7192.0,7059.0,7059.0,4805.0
풍요로운 나사,,,,,,,,,,,,,18998.0,19056.0,19128.0,19128.0,19128.0,19128.0,19322.0,19322.0,19340.0,19459.0,19756.0,19756.0,19756.0,19756.0,19756.0,19684.0,19684.0,19962.0,17472.0,17471.0,17471.0,17543.0,17537.0,17479.0,17870.0,17480.0,16741.0,16741.0,16953.0,5528.0,5528.0,5528.0,5528.0,5528.0,5528.0,5528.0,5528.0,4699.0,3954.0,1014.0,17148.0,17148.0,17148.0,17148.0,18191.0,18191.0,18191.0,18191.0,18191.0,18191.0
소용돌이 수정,,,,,,,,,,,,,,94735.0,94827.0,94827.0,94830.0,94830.0,94830.0,94832.0,94841.0,94289.0,94289.0,94289.0,94289.0,94289.0,94268.0,94239.0,94335.0,94308.0,94287.0,94214.0,94214.0,94182.0,94182.0,94152.0,94143.0,94100.0,94107.0,94107.0,94104.0,94227.0,94162.0,94156.0,94156.0,94149.0,94180.0,94180.0,94180.0,94072.0,94057.0,94020.0,93999.0,94028.0,94028.0,94003.0,213.0,93763.0,50169.0,50171.0,50171.0,50216.0
꿈의 결정,,,,,,,,,,,,,,50303.0,50307.0,50307.0,50310.0,50310.0,50311.0,50307.0,50296.0,49755.0,49755.0,49744.0,49744.0,49757.0,49768.0,49764.0,49895.0,49790.0,1003.0,1009.0,1009.0,1018.0,1035.0,1035.0,6035.0,6057.0,6055.0,6055.0,6058.0,5769.0,3769.0,1035.0,1035.0,2687.0,2687.0,2687.0,2687.0,2687.0,2695.0,2695.0,2696.0,2696.0,2696.0,2681.0,2681.0,2676.0,2692.0,2763.0,2763.0,2765.0
암영 키틴질,,,,,,,,,,,,,,32570.0,32754.0,32754.0,4065.0,5722.0,3898.0,5770.0,5897.0,4924.0,4907.0,4836.0,4836.0,4442.0,4598.0,4877.0,6092.0,5752.0,15520.0,15178.0,15178.0,25005.0,4715.0,6360.0,6150.0,5358.0,4976.0,4976.0,3448.0,9766.0,10175.0,9496.0,8243.0,9040.0,3879.0,3897.0,4366.0,6084.0,5110.0,15914.0,16124.0,16553.0,16553.0,17108.0,16926.0,20615.0,17042.0,16257.0,16257.0,16098.0
천공의 영광,,,,,,,,,,,,,,31926.0,31915.0,31915.0,31915.0,31942.0,31942.0,31945.0,31954.0,31970.0,31962.0,31962.0,31962.0,31962.0,41934.0,41934.0,41956.0,42450.0,42467.0,42467.0,42467.0,42467.0,42467.0,42530.0,42530.0,42029.0,42029.0,42029.0,42028.0,42027.0,41979.0,41979.0,32042.0,32042.0,32042.0,32042.0,32042.0,32045.0,41245.0,41235.0,42206.0,42207.0,42207.0,41257.0,12342.0,12341.0,12341.0,12312.0,12312.0,12311.0
폭풍충만 가죽,,,,,,,,,,,,,,27686.0,27138.0,27138.0,10521.0,12382.0,10176.0,9406.0,9309.0,9225.0,9227.0,9482.0,9482.0,9159.0,9477.0,9264.0,6953.0,5251.0,5879.0,5762.0,5762.0,6928.0,2218.0,2662.0,1647.0,1389.0,983.0,983.0,2353.0,2624.0,3015.0,3497.0,2396.0,2615.0,2555.0,2561.0,2902.0,4272.0,4563.0,9579.0,8948.0,9513.0,9513.0,8867.0,7462.0,8527.0,4089.0,1094.0,1094.0,1333.0
방황하는 고독어,,,,,,,,,,,,,,,,,20717.0,20802.0,20472.0,19994.0,19525.0,20286.0,19430.0,19416.0,19416.0,19500.0,19500.0,19469.0,16512.0,25313.0,24998.0,27505.0,27505.0,27508.0,27831.0,27878.0,24873.0,17575.0,18371.0,18371.0,17928.0,19420.0,19404.0,15258.0,15033.0,15359.0,15360.0,15360.0,15360.0,18758.0,19800.0,20146.0,20212.0,20207.0,20207.0,20166.0,20105.0,20106.0,20158.0,19238.0,19238.0,19834.0
빛매듭 옷감,,,,,,,,,,,,,,,,,,24653.0,26407.0,26413.0,25425.0,25437.0,25431.0,25367.0,25367.0,25431.0,24439.0,24439.0,23451.0,24587.0,24686.0,24691.0,24691.0,24751.0,24775.0,24715.0,24715.0,24779.0,24979.0,24979.0,24625.0,24628.0,24635.0,24625.0,24704.0,37241.0,37241.0,37241.0,37241.0,37392.0,29029.0,29054.0,29098.0,29098.0,29098.0,29270.0,29242.0,29245.0,29245.0,14245.0,14245.0,14247.0
구리 광석,,,,,,,,,,,,,,,,,,,,,,,,,,,29925.0,28453.0,29367.0,29625.0,29703.0,29954.0,29954.0,29975.0,29918.0,28968.0,28786.0,28174.0,27535.0,27535.0,27279.0,27325.0,27381.0,27504.0,36411.0,39746.0,40106.0,41306.0,44066.0,45113.0,36709.0,37743.0,37751.0,35257.0,35257.0,35282.0,35417.0,35590.0,36653.0,36749.0,36749.0,31908.0
모네라이트 광석,,,,,,,,,,,,,,,,,,,,,,,,,,,26333.0,26362.0,6510.0,6124.0,6551.0,12766.0,12766.0,12464.0,13049.0,12868.0,12892.0,7682.0,6958.0,6958.0,7086.0,7087.0,7490.0,6941.0,6962.0,6962.0,6962.0,11999.0,12000.0,11986.0,12634.0,11949.0,11569.0,11586.0,11586.0,11497.0,11535.0,11293.0,12209.0,15223.0,15223.0,15239.0
작은 암석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23671.0,23533.0,23784.0,23784.0,23557.0,23469.0,22377.0,22327.0,22691.0,21970.0,21970.0,22014.0,22056.0,22097.0,22136.0,22135.0,24703.0,24686.0,24706.0,25375.0,24411.0,6429.0,6033.0,6014.0,5808.0,5808.0,5834.0,5691.0,5750.0,5835.0,5835.0,5835.0,5401.0
강도 높은 암석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23479.0,24221.0,24221.0,24123.0,25481.0,25200.0,23154.0,23176.0,23169.0,23169.0,23157.0,23144.0,22753.0,22902.0,22178.0,22118.0,22118.0,22029.0,22196.0,22196.0,22195.0,9064.0,9064.0,9064.0,9064.0,7434.0,7448.0,7446.0,7455.0,7426.0,7426.0,6947.0
안개에 물든 가죽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22904.0,22914.0,22914.0,21983.0,22007.0,6605.0,6642.0,6203.0,8465.0,9764.0,9764.0,9764.0,13335.0,12319.0,12298.0,13128.0,13227.0,13227.0,13682.0,13785.0,13589.0,13629.0,13474.0,13474.0,13492.0
야생천,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30379.0,30307.0,29972.0,30297.0,30297.0,30260.0,31681.0,33158.0,33781.0,34372.0,34372.0,28540.0
드라코니움 광석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26346.0,27255.0,27421.0,27687.0,27687.0,27687.0,25718.0
풍부한 환영 가루,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26881.0,26886.0,26951.0,26927.0,26927.0,20556.0
비늘배 고등어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24682.0,25293.0,25282.0,25497.0,25497.0,24344.0
검은바위 광석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40807.0,40807.0,40670.0,40670.0,40126.0
지옥판암,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26937.0,26937.0,26890.0
반짝이는 유리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25059.0
